,att_id,att_name,att_cat,att_price,score
193,12923613,Lost World of Tambun Admission Ticket,sightseeing_tickets_passes,103.03,0.1632705600207211
106,11994948,KL Tower Observation Deck Admission Ticket,sightseeing_tickets_passes,74.18,0.16046544916116698
44,11465849,4-Hour Georgetown Food Tour,walking_biking_tours,296.72,0.15585929983384306
403,16804447, Walking Food Tour or Cooking Class. Book EITHER Here. Price is food-inclusive.,walking_biking_tours,206.05,0.1527238675085844
146,12468684,Private Tour: Malacca Historical Tour With Personal Chauffeur ,private_custom_tours,333.76,0.14972475832790225
337,15136396,Kinabalu Park and Poring Hot Spring,spa_tours,226.63,0.14513696019311745
63,11477736,Quad Biking Tour in Kiulu,outdoor_activities,412.11,0.14465196439029734
469,17428174,Ipoh Secrets Full Day Heritage Tour (MIXED GROUP/SIC),walking_biking_tours,200.35,0.14387334950685102
500,17555047,Nature Tour EcoRide Half Day with Twizy Electric Car: Pantai Cenang <-> Sky Cab,outdoor_activities,329.68,0.14203298705506878
385,15854988,Skytrex Adventure Park Experience in Melaka,outdoor_activities,90.29,0.14063305322422587
384,15854984,Skytrex Adventure Park Experience in Langkawi,outdoor_activities,90.29,0.1350018587136443
169,12471553,Skip the Line: Petronas Twin Towers Ticket With Free Hotel Delivery,tours_sightseeing,107.56,0.12934969141158945
8,11449673,3-Days Tour from Sabah: Sandakan Wildlife Wonders in Sepilok/Selingan & Sukau,multiday_extended_tours,3114.9,0.11942169624791518
255,13271355,Full Day A'Famosa Theme Park Experience,theme_parks,206.05,0.11489943808648445
154,12470428,Private Half-Day Temples and Cultural Tour in Kuala Lumpur,private_custom_tours,144.22,0.11120822678718333
51,11470981,Langkawi Private Day Tour,outdoor_activities,947.84,0.1110404444553969
110,12061739,Baba Nyonya Heritage Museum Tour Tickets,sightseeing_tickets_passes,22.86,0.10911881243665562
85,11807013,Discover the Best Local Food Tour by Night in Kuala Lumpur,featured_tours_and_tickets,142.75,0.10724961239659758
86,11807014,Private Half-Day: The Ultimate Kuala Lumpur Food Tour,private_custom_tours,271.69,0.1063477823632456
303,14131916,Jungle Mountain Waterfall Trek,outdoor_activities,379.14,0.10207719769949451
237,13137213,Parasailing Sensation - Double Flyers,water_sports,221.51,0.09485469263587616
111,12074338,Local Market and Food Walking Tour in Penang,walking_biking_tours,173.08,0.09342329961782331
580,19441627,"Penang ""Old"" Street Food Tour (Breakfast-Brunch-Lunch) by Bicycle and Trishaw",walking_biking_tours,185.45,0.09145972201613542
103,11992275,12 Flights: Zipline Eco Adventure in Langkawi,featured_tours_and_tickets,473.86,0.09084364626660718
92,11812461,Private Half-Day Tour: The Best of Kuala Lumpur,private_custom_tours,202.62,0.09066275594014994
258,13315814,Private Tour: Ipoh Secrets Full Day Heritage Tour,private_custom_tours,379.97,0.0832436309564694
194,12928642,Aquaria KLCC Admission Ticket (E-Ticket),sightseeing_tickets_passes,61.57,0.0803729801235612
184,12880465,Segway Tour: Guided Eco Ride at Putrajaya 'City in the Garden',recommended_experiences,309.08,0.07843299691228078
26,11450590,Kota Kinabalu International Airport Plaza Premium Lounge,recommended_experiences,141.96,0.07574061480689565
60,11475887,Fireflies Tour in Cherating,featured_tours_and_tickets,63.87,0.07563575084952914
159,12471211,Langkawi Sunset Dinner Cruise,cruises_sailing_water_tours,342.58,0.07159062369411603
77,11485510,Half-Day Mari Mari Cultural Village from Kota Kinabalu,tours_sightseeing,133.57,0.06875143204841778
17,11449707,Langkawi Cable Car/Skycab @ Oriental Village ,private_custom_tours,248.25,0.0651834358990223
441,17330149,Half Day Kuala Lumpur Tour Private,food_wine_nightlife,144.24,0.06266407932329192
292,14019337,Tambunan Quad Biking & Village Day Tour,outdoor_activities,543.98,0.060920716032073684
43,11464582,Day Tour Rainforest Taman Negara Free Batu Caves ,recommended_experiences,741.79,0.05998480521257759
498,17552967,Twilight Langkawi Cruise (with dinner & shared transfers) ,water_sports,321.98,0.05936610786411519
312,14212947,Off The Rail Kuala Lumpur,day_trips_excursions,255.51,0.05771712213452682
555,18924565,Genting Highlands Shuttle Transfer,transfers_ground_transport,48.42,0.05530000791722878
195,12931692,KL Tower Mini Zoo Admission Ticket in Kuala Lumpur,sightseeing_tickets_passes,33.75,0.05242673548538642
354,15301914,Full Day Payar Island from Langkawi,shore_excursions,247.23,0.050756776964324755
543,17823853,Flyboard Experience - TRIO (3 x 30mins),water_sports,820.09,0.049057980854987304
517,17686855,Dinawan Island by Speedboat from Kota Kinabalu Including Lunch,cruises_sailing_water_tours,288.47,0.04869620020207285
229,13006600,Underwater World Langkawi Admission Ticket,sightseeing_tickets_passes,38.53,0.04814828602483283
524,17715628,Base on Group: Kuala Lumpur Airport Departure Transfer,transfers_ground_transport,100.97,0.047602993446526985
207,12943485,Escape Room: Malaysia's First Real Life Escape Game,tours_sightseeing,33.38,0.04663038024195261
391,16647439,Explore art galleries in Kuala Lumpur,cultural_theme_tours,91.44,0.04537987755035698
192,12921039,One-Way Ferry Ticket from Langkawi to Penang with Hotel Transfer,transfers_ground_transport,212.77,0.044522614698885764
47,11467596,Mangrove Forest Kayaking Tour from Langkawi,water_sports,284.35,0.04277662980873338
481,17460110,Orang Utan Island and Perak Tong Cave From Kuala Lumpur,luxury_special_occasions,459.99,0.04147631673738866
218,12962346,Pulau Ketam (Crab Island) Tour from Kuala Lumpur including Lunch,recommended_experiences,360.59,0.04052205472535343
74,11484800,Batu Caves and Kuala Lumpur Countryside Tour,cultural_theme_tours,61.82,0.0404538931530652
252,13221963,Kuala Lumpur Bird Park E-Ticket Admission,sightseeing_tickets_passes,62.85,0.03994530295983763
170,12471643,Private Guided Kuala Lumpur Day Trip With Skip-the-Line Petronas Twin Towers,private_custom_tours,367.19,0.03933709200711187
114,12463715,3-Night Cameron Highlands and Penang Tour from Kuala Lumpur,multiday_extended_tours,1877.97,0.03823339885582936
407,16823200,Aquaria KLCC Admission Ticket,sightseeing_tickets_passes,48.22,0.036867545811130574
236,13137212,Parasailing Sensation - Single Flyer,water_sports,271.99,0.03680724903564483
121,12463730,Penang Tour: Penang Hill and Kek Lok Si Temple,private_custom_tours,253.61,0.03604698534473764
162,12471375,Genting Highlands Day Trip from Kuala Lumpur with Skyway Cable Car Ride,featured_tours_and_tickets,103.01,0.03603125575113266
322,15005613,Private Discover Magical Islands Jet Ski,water_sports,1566.0,0.03594998618417362
400,16796099,Coach Service,day_trips_excursions,1236.32,0.035624907916337434
569,19149426,Cameron Highlands Day Tour from Kuala Lumpur (SIC - Join In Tour) ,day_trips_excursions,362.65,0.034662781107499714
486,17475880,"Scuba Try Dive - PADI Discover Scuba Diving DSD in Kota Kinabalu, Malaysia",water_sports,366.77,0.034618213925618944
327,15041375,Large XXL MPV Airport Transfer KLIA Klia2 to Kuala Lumpur City Center,transfers_ground_transport,254.51,0.03374522148054275
519,17687767,Island Hopping 3 Days (Snorkelling),transfers_ground_transport,527.5,0.03335460323935251
95,11856870,Tunku Abdul Rahman Marine Park PADI Discover Scuba Diving with Two Reef Dives,water_sports,391.5,0.033105551340607046
190,12917993,Kuala Lumpur Private City Highlights Tour,day_trips_excursions,267.87,0.031687266317225
16,11449705,Langkawi Island Hopping Tour ,cruises_sailing_water_tours,171.19,0.03163221273960759
431,17018623,❤️Kuala Lumpur Instagram Tour: Most Famous Spots (Private & All-Inclusive),private_custom_tours,383.26,0.030122171753529853
161,12471352,Private Full-Day Cameron Highlands Nature Tour from Kuala Lumpur,private_custom_tours,503.94,0.030056631780175785
5,11449658,Semonggoh Orangutan Rehabilitation Centre Tour from Kuching,sightseeing_tickets_passes,135.99,0.030027794191899992
427,16913150,A'Famosa Safari Wonderland in Melaka Admission Ticket,theme_parks,57.86,0.029312097682873565
483,17473378,Learn to Dive with a PADI Open Water Diver Course (3 Days) in Kota Kinabalu,water_sports,1314.62,0.029196747329770407
238,13147286,Penang Airport Transfer - Arrival,transfers_ground_transport,44.1,0.028580671580242162
152,12470149,Semenggoh Orangutan Centre from Kuching,family_friendly,193.69,0.028423375644192395
480,17460109,KLCC Lake of Symphony and The River Of Life Tour,private_custom_tours,94.9,0.027684084744758506
409,16823283,Semenggoh Wildlife Centre & Annah Rais Longhouse,cultural_theme_tours,184.23,0.027130927369650167
316,14861251,Happyyen's Self-Awareness in the Rain Forest Tour,day_trips_excursions,576.95,0.026703606743381642
148,12468919,Langkawi Wildlife Park Admission Ticket,family_friendly,36.26,0.025662831966519035
257,13296421,Private Day Trip to Melaka With a Local,local_experiences,640.2,0.0254190232656419
329,15073206,KL Tower Admission Ticket,sightseeing_tickets_passes,38.12,0.025177836163698928
104,11992399,Batu Caves & Firefly Cruise from Kuala Lumpur with Seafood Dinner,luxury_special_occasions,515.12,0.02494975705642677
539,17814291,Firefly River Cruise Ticket@Kota Tinggi Firefly Park,sightseeing_tickets_passes,25.76,0.024658759574734707
430,17018621,⭐Malacca Instagram Tour: Most Famous Spots (Private & All-Inclusive),private_custom_tours,762.4,0.0245748684088415
474,17446952,"Guided Snorkeling Day Trip, Kota Kinabalu, Sabah, Malaysia",water_sports,247.26,0.024506706836553267
99,11990831,Fun Filled Kayaking Adventure in Kuching,water_sports,195.08,0.023872279894485884
404,16808119,Skip the Line: Encore Ticket Melaka (mykad Holders),sightseeing_tickets_passes,149.36,0.023607498402135448
542,17823852,Flyboard Experience - SINGLE (30mins flight) + GoPro Videos + Photos,water_sports,535.74,0.02299666585047553
485,17474672,Cameron Highland Sightseeing Tour From Ipoh,private_custom_tours,309.04,0.022789559534676675
340,15142434,3-Day Borneo Cave and Pinnacles Adventure with Waterfall Hunting in Orou Sapulot,multiday_extended_tours,2618.3,0.02258507481781198
28,11450593,Kuala Lumpur International Airport Plaza Premium Lounge,transfers_ground_transport,156.19,0.022433022079630542
9,11449677,Kuala Lumpur City Highlights Tour,tours_sightseeing,54.97,0.022396319694552264
123,12464504,Skip the Line: Kuala Lumpur Petronas Twin Towers Admission Ticket with Delivery,tours_sightseeing,123.63,0.02180908153329981
553,18911008,2D1N Mount Kinabalu Climbing,outdoor_activities,2555.06,0.021782865543958183
210,12944458,Kuala Lumpur Airport Transfer to Your Hotel,transfers_ground_transport,50.69,0.02138962570383377
36,11457511,Afternoon Birdwatching Tour in Langkawi,outdoor_activities,255.12,0.021276896949664774
425,16912824,Mount Kinabalu Climb 2D1N Package,multiday_extended_tours,2431.43,0.02109862822214171
574,19349533,2d1n Mount Kinabalu Via Ferrata - Walk The Torq,outdoor_activities,2967.16,0.020951818681828594
305,14170363,Langkawi Return Airport Transfers (Airport-Hotel-Airport),transfers_ground_transport,65.94,0.02093608908822362
375,15767002,The Gravityz- World's Highest Rope Course Challenge,sightseeing_tickets_passes,177.21,0.020854819521264573
506,17591028,AG Island Transporters ,transfers_ground_transport,741.79,0.020671307595873184
307,14179978,Traditional Malaysian Cooking Class including Wet Market & Authentic Breakfast,food_wine_nightlife,593.43,0.01983763913480943
331,15125777,Private Fireflies Tour: Kuala Selangor Day Trip including riverside dinner,shore_excursions,455.89,0.019706559188101297
535,17774913,New Malaysian Kitchen Cooking Class & Garden Tour,food_wine_nightlife,432.71,0.01962266802220809
468,17428082,Batu Caves Half Day Tour,luxury_special_occasions,41.21,0.019612181626471437
29,11450599,Penang International Airport Plaza Premium Lounge,recommended_experiences,141.96,0.019187482599137072
132,12466332,Private Half-Day Kuala Lumpur City Exploration Tour,cultural_theme_tours,111.27,0.018891241919576685
346,15153881,Museum of Illusions Kuala Lumpur,family_friendly,44.54,0.018566163651740505
188,12909595,Segway Tour: Guided Eco Ride at KL Lake Gardens including Islamic Arts Museum,cultural_theme_tours,243.14,0.01851373167305725
69,11482502,Batik Bag Painting Workshop by myBatik,featured_tours_and_tickets,119.49,0.018411489314624902
383,15854281,"Labuk Bay Proboscis, Sepilok Orang Utan & Sun Bear + Sandakan City Tour + Lunch",sightseeing_tickets_passes,479.07,0.01734712014735483
61,11476706,3-Day PADI Open Water Diver Course in Kota Kinabalu,water_sports,1236.32,0.01671269320528745
456,17400460,"Private Tour: Batu Caves,Hot Spring, Monkey & Fireflies Tour with Dinner",walking_biking_tours,329.68,0.016345669354504665
572,19278814,Airport transfer,private_custom_tours,104.67,0.015407136936074407
200,12939215,Farm in the City Admission Ticket,family_friendly,61.32,0.015336353764852012
164,12471461,Private Half-Day Batu Caves and Cutural Tour in Kuala Lumpur,private_custom_tours,144.24,0.015032248288489133
414,16861870,THE TOP Komtar Penang Admission Ticket with Rainbow Skywalk,sightseeing_tickets_passes,66.23,0.014148769447676294
45,11466049,Kuala Lumpur Heritage Walk,walking_biking_tours,239.02,0.013414721746110726
342,15149912,Langkawi Sky Cab (Cable Car) Admission Ticket,sightseeing_tickets_passes,108.43,0.013239074617521822
370,15633618,"Bicycle Tour, City & Countryside",walking_biking_tours,267.87,0.012560080493573673
503,17576009,NEUTRA Body Massage Service Available ,spa_tours,100.59,0.012491918921285441
13,11449687,Historical Malacca Tour with Lunch from Kuala Lumpur,recommended_experiences,257.57,0.012436865343668026
473,17446473,So Hammam Rituals,spa_tours,395.62,0.012415892552194722
246,13198501,Yummy Yummy Street Food Tour - Kuala Lumpur By Night (Guided Tour & Transport) ,food_wine_nightlife,198.12,0.012389676562853096
267,13416183,Private VIP Tour in Kuala Lumpur with Local Guide,local_experiences,1004.05,0.012043625503543615
317,15000950,2D1N Private Sandakan Sightseeing Tour with Kinabatangan River Cruise,multiday_extended_tours,643.92,0.011978085530189546
492,17517281,Bike Food Tour,walking_biking_tours,247.26,0.011915167155769641
70,11482503,Batik Coloring Workshop by myBatik,walking_biking_tours,45.33,0.01178146561012734
3,11449649,Sandakan and Orang Utan Sanctuary from Kota Kinabalu,family_friendly,439.55,0.011613683278340926
62,11476707,Tunku Abdul Rahman Marine Park Snorkeling with Coral Flyer Zipline,water_sports,288.47,0.011529792112447718
491,17516625,Mantanani island & Kawa Fireflies Sunset tour by Power Catamaran,outdoor_activities,494.53,0.011304334604109723
321,15005612,Shared Discover Magical Islands Jet Ski,water_sports,1174.5,0.011293848208373071
1,11449646,Kota Kinabalu City Tour,cultural_theme_tours,116.21,0.011249281026492305
211,12944488,KL Tower Admission Ticket and Transfer from Kuala Lumpur Hotel,recommended_experiences,131.87,0.011199470646743212
109,11995296,Koh Lipe Island Exploration Tour from Langkawi,water_sports,824.21,0.01100547232561517
35,11456226,Half Day Batu Caves Tour,cultural_theme_tours,51.51,0.010798366009816315
397,16741582,Discover The Forbidden City Tour,luxury_special_occasions,226.66,0.010790501213013826
81,11764281,Fun Boat Snorkeling and Island Visit from Kota Kinabalu,water_sports,249.94,0.010782636416211338
264,13382683,Historical Malacca Tour from Kuala Lumpur,cultural_theme_tours,329.68,0.010601746089754109
118,12463722,Batu Caves and Malaysian Crafts Tour from Kuala Lumpur,cultural_theme_tours,42.86,0.010596502891885783
73,11484653,Mari Mari Cultural Village Traditional Living,recommended_experiences,267.87,0.010528341319597552
299,14120841,Full Day Heritage Tour of Johore Bahru with Lunch,walking_biking_tours,603.52,0.010436585356901857
224,12990313,Colonial Penang Museum Admission Ticket,sightseeing_tickets_passes,29.26,0.010310748608062045
171,12471778,"Petronas Twin Towers Skybridge, KL Tower, and Kuala Lumpur City Tour",private_custom_tours,494.53,0.010295019014457068
562,19059190,Langkawi Island Tour to Geopark,day_trips_excursions,721.19,0.010059075110382423
82,11764314,Half-Day George Town History Private Tour,tours_sightseeing,257.57,0.009972562345555052
417,16873125,History Walk Around George Town,walking_biking_tours,103.03,0.009904400773266821
2,11449648,Kinabalu Park and Poring Hot Spring with Lunch from Kota Kinabalu,food_wine_nightlife,326.47,0.009859833591386055
235,13136015,Langkawi Jet Ski Experience,water_sports,222.54,0.009794293618031986
387,15884203,A Taste of Sarawak: Kuching Food by Foot,cruises_sailing_water_tours,131.87,0.009765456029756196
521,17688390,2 days 1 night Batang Ai Iban Longhouse with Semenggoh Wildlife Centre,sightseeing_tickets_passes,957.99,0.009762834430822032
454,17400276,Local Village and Farms (Kampung) Tour with Electric Bicycle - Langkawi Ecoride,walking_biking_tours,206.05,0.00974972643615122
84,11764568,Private Tour: Bukit Tabur Hike with a Local from Kuala Lumpur,outdoor_activities,207.26,0.009678943264928826
410,16823284,Wetland Wildlife Cruise,outdoor_activities,267.13,0.009652727275587199
94,11854369,Private Half-Day Langkawi Island Hopping by Boat,private_custom_tours,107.15,0.009629132885179734
203,12939704,Mini Kuso Trick Art Gallery Admission Ticket,sightseeing_tickets_passes,26.37,0.009626511286245571
125,12464996,Fireflies and Kuala Selangor Tour Including Dinner,recommended_experiences,259.63,0.009595052099035618
120,12463724,Kuala Selangor Tour from Kuala Lumpur with Fireflies Boat Ride and Seafood Dinner,outdoor_activities,245.74,0.009398432178973412
520,17687774,Island Hopping 2 Days (Snorkelling),transfers_ground_transport,362.65,0.009039273124993117
197,12934918,Entopia by Penang Butterfly Farm Official Admission Ticket,family_friendly,59.44,0.0089842195473757
22,11449728,ESCAPE Theme Park with One-Way Transfer from Penang,theme_parks,242.11,0.008978976349507374
350,15186816,Private Ultimate Multicultural Food Tour for Families,walking_biking_tours,216.47,0.008950138761231585
490,17516622,Sepanggar island day tour by Mini-Disney Catamaran,cruises_sailing_water_tours,494.53,0.008884598787877515
253,13234736,Malaysia Cultural Show with Buffet Dinner,cultural_theme_tours,309.08,0.008866247595338377
467,17419599,Cooler Lumpur by Night Vespa Food Tour by Vespalicious,featured_tours_and_tickets,412.05,0.008824302012391773
353,15197802,Kuala Lumpur Heritage Trail (Private Guide),cultural_theme_tours,494.53,0.008701086862486124
0,11449623,LEGOLAND® Malaysia Admission with Transport from Singapore,family_friendly,280.42,0.008693222065683636
57,11474116,The Foundry Workshop Guided Tour at Royal Selangor Visitor Center,cultural_theme_tours,166.49,0.008667006076342009
136,12467422,3-Day Adventure in Tabin Wildlife Reserve,multiday_extended_tours,3039.28,0.00865914127953952
545,17988861,14 Attractions Full-Day Malacca Historical Tour,cultural_theme_tours,267.87,0.008653898081671196
552,18834229,Historical Melaka Tour with Lunch (SIC - Join In Tour),tours_sightseeing,157.63,0.008653898081671196
369,15615897,The Ultimate Private Layover Kuala Lumpur Tour,walking_biking_tours,460.57,0.008646033284868708
167,12471468,Malacca Day Trip from Kuala Lumpur,luxury_special_occasions,150.42,0.008630303691263731
223,12978979,Penang Island 4 Hours City Tour,luxury_special_occasions,115.39,0.008609330899790428
459,17401848,"Batu Caves,Waterfalls and Hot Springs Tour With Lunch",private_custom_tours,197.12,0.008528061332831384
116,12463719,"Kuala Lumpur Nature Tour: Orchid Garden, Butterfly Park and Bird Park",recommended_experiences,185.98,0.00849660214562143
368,15615896,The Best of Kuala Lumpur Tour with a Private Driver,cultural_theme_tours,455.97,0.00847562935414813
285,13969184,Penang City & Temple Tour With Penang Hill(Fast Lane),luxury_special_occasions,282.29,0.008415332578662386
488,17516435,Kota Kinabalu Muara Bay Fireflies Tour,luxury_special_occasions,177.21,0.008386494990386597
416,16862487,Make Nyonya Kuih in Melaka,food_wine_nightlife,123.63,0.008373386995715782
14,11449696,Kuala Lumpur International Airport Transfer: Airport (KLIA/KLIA2) to Hotel ,transfers_ground_transport,131.87,0.008320955017032528
339,15142299,Full Day Walk in Kinbalu Park and Poring Hot Spring and Canopy,featured_tours_and_tickets,246.87,0.008255415043678459
549,18474115,Aquaria KLCC Admission Ticket in Kuala Lumpur (E-Ticket),sightseeing_tickets_passes,39.15,0.008221334257534343
518,17686856,Half-Day Mari Mari Cultural Village Traditional Living from Kota Kinabalu,cultural_theme_tours,206.05,0.00819773986712688
268,13425693,Padas White-Water Rafting from Kota Kinabalu with Lunch ,water_sports,337.93,0.008163659080982764
37,11457512,Half-Day Jungle Trek from Langkawi,outdoor_activities,164.6,0.008153172685246112
336,15135878,Island Hopping,featured_tours_and_tickets,226.63,0.008140064690575299
352,15194055,"""Waterfall In The Rainforest"" Templer Park & Batu Caves",outdoor_activities,182.88,0.008126956695904484
279,13812792,Hike & swim in rainforest waterfalls,walking_biking_tours,206.05,0.008108605503365346
439,17330146,Cameron Highland Day Tour Private,outdoor_activities,453.32,0.008105983904431183
249,13203159,Ivory Shore - Pangkor Island,luxury_special_occasions,533.41,0.008056173524682091
567,19147318,KL & PUTRAJAYA Sightseeing ,transfers_ground_transport,185.45,0.008048308727879603
221,12965196,Day Trip from Port Klang Terminal to Kuala Lumpur City with Lunch,luxury_special_occasions,255.51,0.008027335936406301
513,17683153,Kuala Lumpur City Tour,cultural_theme_tours,247.1,0.007985390353459697
502,17575314,Explore Hidden Pinnacles at Bukit Takun + Batu Caves,outdoor_activities,247.26,0.007956552765183908
153,12470242,Kuala Selangor Firefly Boat Tour with Dinner and Transfer from Kuala Lumpur,luxury_special_occasions,206.05,0.007940823171578931
15,11449704,Langkawi Mangrove Forest and Eagle Watching with Lunch,cruises_sailing_water_tours,214.25,0.00793033677584228
442,17330151,Full Day 8 Hours Kuala Lumpur City Tour Private,shore_excursions,350.29,0.007859553604619885
318,15001474,Langkawi Half Day City Tour,luxury_special_occasions,66.51,0.0077573112461875385
366,15567328,Kuala Lumpur International Airport To Kuala Lumpur Hotel Transfer,transfers_ground_transport,123.63,0.007744203251516726
584,19708737,Private Transfer: Penang International Airport to or from Penang Hotel,transfers_ground_transport,123.63,0.007707500866438448
343,15149916,Pinang Peranakan Museum Admission Ticket,sightseeing_tickets_passes,32.6,0.007678663278162657
364,15546201,Kinabatangan River Wildlife Adventure and Stay at an Eco-lodge ,multiday_extended_tours,700.58,0.00759477211226945
254,13236073,Cruise Layover Tour from Port Klang,shore_excursions,309.08,0.007589528914401124
89,11812457,Private Tour: Discover the Magic of Kuala Lumpur by Night,walking_biking_tours,175.02,0.007589528914401124
88,11807021,Night Frogs Tour at Kubah National Park,outdoor_activities,346.17,0.0075554481282570085
